"","Subject","Word","Condition","Instance","Guess","Gold","Correct","Simulation","Model"
"1081",1,"heek","High-Absent",1,"dog","book",0,28,"PURSUIT"
"1082",1,"smick","High-Absent",1,"shoe","ball",0,28,"PURSUIT"
"1083",1,"toop","High-Absent",1,"bird","car",0,28,"PURSUIT"
"1084",1,"irp","High-Absent",1,"cat","hand",0,28,"PURSUIT"
"1085",1,"moke","High-Absent",1,"fish","fish",1,28,"PURSUIT"
"1086",1,"zud","High-Absent",1,"bear","bear",1,28,"PURSUIT"
"1087",1,"wode","High-Absent",1,"bear","door",0,28,"PURSUIT"
"1088",1,"glemp","High-Absent",1,"bear","bird",0,28,"PURSUIT"
"1089",1,"heek","High-Absent",2,"book","book",1,28,"PURSUIT"
"1090",1,"smick","High-Absent",2,"dog","ball",0,28,"PURSUIT"
"1091",1,"toop","High-Absent",2,"car","car",1,28,"PURSUIT"
"1092",1,"irp","High-Absent",2,"car","hand",0,28,"PURSUIT"
"1093",1,"moke","High-Absent",2,"fish","fish",1,28,"PURSUIT"
"1094",1,"zud","High-Absent",2,"eye","bear",0,28,"PURSUIT"
"1095",1,"wode","High-Absent",2,"bear","door",0,28,"PURSUIT"
"1096",1,"glemp","High-Absent",2,"hand","bird",0,28,"PURSUIT"
"1097",1,"heek","High-Absent",3,"book","book",1,28,"PURSUIT"
"1098",1,"smick","High-Absent",3,"door","ball",0,28,"PURSUIT"
"1099",1,"toop","High-Absent",3,"fish","car",0,28,"PURSUIT"
"1100",1,"irp","High-Absent",3,"dog","hand",0,28,"PURSUIT"
"1101",1,"moke","High-Absent",3,"fish","fish",1,28,"PURSUIT"
"1102",1,"zud","High-Absent",3,"shoe","bear",0,28,"PURSUIT"
"1103",1,"wode","High-Absent",3,"eye","door",0,28,"PURSUIT"
"1104",1,"glemp","High-Absent",3,"bird","bird",1,28,"PURSUIT"
"1105",1,"heek","High-Absent",4,"book","book",1,28,"PURSUIT"
"1106",1,"smick","High-Absent",4,"shoe","ball",0,28,"PURSUIT"
"1107",1,"toop","High-Absent",4,"ball","car",0,28,"PURSUIT"
"1108",1,"irp","High-Absent",4,"book","hand",0,28,"PURSUIT"
"1109",1,"moke","High-Absent",4,"fish","fish",1,28,"PURSUIT"
"1110",1,"zud","High-Absent",4,"fish","bear",0,28,"PURSUIT"
"1111",1,"wode","High-Absent",4,"fish","door",0,28,"PURSUIT"
"1112",1,"glemp","High-Absent",4,"bird","bird",1,28,"PURSUIT"
"1113",1,"heek","High-Absent",5,"book","book",1,28,"PURSUIT"
"1114",1,"smick","High-Absent",5,"hand","ball",0,28,"PURSUIT"
"1115",1,"toop","High-Absent",5,"bird","car",0,28,"PURSUIT"
"1116",1,"irp","High-Absent",5,"bird","hand",0,28,"PURSUIT"
"1117",1,"moke","High-Absent",5,"fish","fish",1,28,"PURSUIT"
"1118",1,"zud","High-Absent",5,"dog","bear",0,28,"PURSUIT"
"1119",1,"wode","High-Absent",5,"door","door",1,28,"PURSUIT"
"1120",1,"glemp","High-Absent",5,"bear","bird",0,28,"PURSUIT"
"1121",1,"heek","High-Absent",1,"ball","book",0,29,"PURSUIT"
"1122",1,"smick","High-Absent",1,"eye","ball",0,29,"PURSUIT"
"1123",1,"toop","High-Absent",1,"bird","car",0,29,"PURSUIT"
"1124",1,"irp","High-Absent",1,"cat","hand",0,29,"PURSUIT"
"1125",1,"moke","High-Absent",1,"fish","fish",1,29,"PURSUIT"
"1126",1,"zud","High-Absent",1,"ball","bear",0,29,"PURSUIT"
"1127",1,"wode","High-Absent",1,"dog","door",0,29,"PURSUIT"
"1128",1,"glemp","High-Absent",1,"hand","bird",0,29,"PURSUIT"
"1129",1,"heek","High-Absent",2,"ball","book",0,29,"PURSUIT"
"1130",1,"smick","High-Absent",2,"bird","ball",0,29,"PURSUIT"
"1131",1,"toop","High-Absent",2,"shoe","car",0,29,"PURSUIT"
"1132",1,"irp","High-Absent",2,"hand","hand",1,29,"PURSUIT"
"1133",1,"moke","High-Absent",2,"hand","fish",0,29,"PURSUIT"
"1134",1,"zud","High-Absent",2,"bear","bear",1,29,"PURSUIT"
"1135",1,"wode","High-Absent",2,"door","door",1,29,"PURSUIT"
"1136",1,"glemp","High-Absent",2,"door","bird",0,29,"PURSUIT"
"1137",1,"heek","High-Absent",3,"fish","book",0,29,"PURSUIT"
"1138",1,"smick","High-Absent",3,"ball","ball",1,29,"PURSUIT"
"1139",1,"toop","High-Absent",3,"cat","car",0,29,"PURSUIT"
"1140",1,"irp","High-Absent",3,"hand","hand",1,29,"PURSUIT"
"1141",1,"moke","High-Absent",3,"fish","fish",1,29,"PURSUIT"
"1142",1,"zud","High-Absent",3,"bear","bear",1,29,"PURSUIT"
"1143",1,"wode","High-Absent",3,"eye","door",0,29,"PURSUIT"
"1144",1,"glemp","High-Absent",3,"shoe","bird",0,29,"PURSUIT"
"1145",1,"heek","High-Absent",4,"car","book",0,29,"PURSUIT"
"1146",1,"smick","High-Absent",4,"ball","ball",1,29,"PURSUIT"
"1147",1,"toop","High-Absent",4,"door","car",0,29,"PURSUIT"
"1148",1,"irp","High-Absent",4,"hand","hand",1,29,"PURSUIT"
"1149",1,"moke","High-Absent",4,"fish","fish",1,29,"PURSUIT"
"1150",1,"zud","High-Absent",4,"bear","bear",1,29,"PURSUIT"
"1151",1,"wode","High-Absent",4,"dog","door",0,29,"PURSUIT"
"1152",1,"glemp","High-Absent",4,"dog","bird",0,29,"PURSUIT"
"1153",1,"heek","High-Absent",5,"book","book",1,29,"PURSUIT"
"1154",1,"smick","High-Absent",5,"ball","ball",1,29,"PURSUIT"
"1155",1,"toop","High-Absent",5,"bird","car",0,29,"PURSUIT"
"1156",1,"irp","High-Absent",5,"hand","hand",1,29,"PURSUIT"
"1157",1,"moke","High-Absent",5,"fish","fish",1,29,"PURSUIT"
"1158",1,"zud","High-Absent",5,"fish","bear",0,29,"PURSUIT"
"1159",1,"wode","High-Absent",5,"ball","door",0,29,"PURSUIT"
"1160",1,"glemp","High-Absent",5,"book","bird",0,29,"PURSUIT"
"1161",1,"heek","High-Absent",1,"hand","book",0,30,"PURSUIT"
"1162",1,"smick","High-Absent",1,"shoe","ball",0,30,"PURSUIT"
"1163",1,"toop","High-Absent",1,"bird","car",0,30,"PURSUIT"
"1164",1,"irp","High-Absent",1,"door","hand",0,30,"PURSUIT"
"1165",1,"moke","High-Absent",1,"fish","fish",1,30,"PURSUIT"
"1166",1,"zud","High-Absent",1,"book","bear",0,30,"PURSUIT"
"1167",1,"wode","High-Absent",1,"ball","door",0,30,"PURSUIT"
"1168",1,"glemp","High-Absent",1,"bird","bird",1,30,"PURSUIT"
"1169",1,"heek","High-Absent",2,"shoe","book",0,30,"PURSUIT"
"1170",1,"smick","High-Absent",2,"car","ball",0,30,"PURSUIT"
"1171",1,"toop","High-Absent",2,"bear","car",0,30,"PURSUIT"
"1172",1,"irp","High-Absent",2,"ball","hand",0,30,"PURSUIT"
"1173",1,"moke","High-Absent",2,"fish","fish",1,30,"PURSUIT"
"1174",1,"zud","High-Absent",2,"bear","bear",1,30,"PURSUIT"
"1175",1,"wode","High-Absent",2,"bear","door",0,30,"PURSUIT"
"1176",1,"glemp","High-Absent",2,"bird","bird",1,30,"PURSUIT"
"1177",1,"heek","High-Absent",3,"cat","book",0,30,"PURSUIT"
"1178",1,"smick","High-Absent",3,"car","ball",0,30,"PURSUIT"
"1179",1,"toop","High-Absent",3,"book","car",0,30,"PURSUIT"
"1180",1,"irp","High-Absent",3,"hand","hand",1,30,"PURSUIT"
"1181",1,"moke","High-Absent",3,"fish","fish",1,30,"PURSUIT"
"1182",1,"zud","High-Absent",3,"shoe","bear",0,30,"PURSUIT"
"1183",1,"wode","High-Absent",3,"eye","door",0,30,"PURSUIT"
"1184",1,"glemp","High-Absent",3,"bird","bird",1,30,"PURSUIT"
"1185",1,"heek","High-Absent",4,"book","book",1,30,"PURSUIT"
"1186",1,"smick","High-Absent",4,"shoe","ball",0,30,"PURSUIT"
"1187",1,"toop","High-Absent",4,"eye","car",0,30,"PURSUIT"
"1188",1,"irp","High-Absent",4,"eye","hand",0,30,"PURSUIT"
"1189",1,"moke","High-Absent",4,"fish","fish",1,30,"PURSUIT"
"1190",1,"zud","High-Absent",4,"book","bear",0,30,"PURSUIT"
"1191",1,"wode","High-Absent",4,"door","door",1,30,"PURSUIT"
"1192",1,"glemp","High-Absent",4,"bird","bird",1,30,"PURSUIT"
"1193",1,"heek","High-Absent",5,"book","book",1,30,"PURSUIT"
"1194",1,"smick","High-Absent",5,"hand","ball",0,30,"PURSUIT"
"1195",1,"toop","High-Absent",5,"bird","car",0,30,"PURSUIT"
"1196",1,"irp","High-Absent",5,"door","hand",0,30,"PURSUIT"
"1197",1,"moke","High-Absent",5,"fish","fish",1,30,"PURSUIT"
"1198",1,"zud","High-Absent",5,"bear","bear",1,30,"PURSUIT"
"1199",1,"wode","High-Absent",5,"ball","door",0,30,"PURSUIT"
"1200",1,"glemp","High-Absent",5,"bird","bird",1,30,"PURSUIT"
"1201",1,"heek","High-Absent",1,"dog","book",0,31,"PURSUIT"
"1202",1,"smick","High-Absent",1,"eye","ball",0,31,"PURSUIT"
"1203",1,"toop","High-Absent",1,"bird","car",0,31,"PURSUIT"
"1204",1,"irp","High-Absent",1,"door","hand",0,31,"PURSUIT"
"1205",1,"moke","High-Absent",1,"bird","fish",0,31,"PURSUIT"
"1206",1,"zud","High-Absent",1,"ball","bear",0,31,"PURSUIT"
"1207",1,"wode","High-Absent",1,"bear","door",0,31,"PURSUIT"
"1208",1,"glemp","High-Absent",1,"hand","bird",0,31,"PURSUIT"
"1209",1,"heek","High-Absent",2,"ball","book",0,31,"PURSUIT"
"1210",1,"smick","High-Absent",2,"dog","ball",0,31,"PURSUIT"
"1211",1,"toop","High-Absent",2,"cat","car",0,31,"PURSUIT"
"1212",1,"irp","High-Absent",2,"ball","hand",0,31,"PURSUIT"
"1213",1,"moke","High-Absent",2,"fish","fish",1,31,"PURSUIT"
"1214",1,"zud","High-Absent",2,"bear","bear",1,31,"PURSUIT"
"1215",1,"wode","High-Absent",2,"bear","door",0,31,"PURSUIT"
"1216",1,"glemp","High-Absent",2,"dog","bird",0,31,"PURSUIT"
"1217",1,"heek","High-Absent",3,"fish","book",0,31,"PURSUIT"
"1218",1,"smick","High-Absent",3,"door","ball",0,31,"PURSUIT"
"1219",1,"toop","High-Absent",3,"car","car",1,31,"PURSUIT"
"1220",1,"irp","High-Absent",3,"fish","hand",0,31,"PURSUIT"
"1221",1,"moke","High-Absent",3,"eye","fish",0,31,"PURSUIT"
"1222",1,"zud","High-Absent",3,"bear","bear",1,31,"PURSUIT"
"1223",1,"wode","High-Absent",3,"cat","door",0,31,"PURSUIT"
"1224",1,"glemp","High-Absent",3,"shoe","bird",0,31,"PURSUIT"
"1225",1,"heek","High-Absent",4,"dog","book",0,31,"PURSUIT"
"1226",1,"smick","High-Absent",4,"shoe","ball",0,31,"PURSUIT"
"1227",1,"toop","High-Absent",4,"hand","car",0,31,"PURSUIT"
"1228",1,"irp","High-Absent",4,"bear","hand",0,31,"PURSUIT"
"1229",1,"moke","High-Absent",4,"fish","fish",1,31,"PURSUIT"
"1230",1,"zud","High-Absent",4,"bear","bear",1,31,"PURSUIT"
"1231",1,"wode","High-Absent",4,"door","door",1,31,"PURSUIT"
"1232",1,"glemp","High-Absent",4,"dog","bird",0,31,"PURSUIT"
"1233",1,"heek","High-Absent",5,"shoe","book",0,31,"PURSUIT"
"1234",1,"smick","High-Absent",5,"eye","ball",0,31,"PURSUIT"
"1235",1,"toop","High-Absent",5,"bird","car",0,31,"PURSUIT"
"1236",1,"irp","High-Absent",5,"door","hand",0,31,"PURSUIT"
"1237",1,"moke","High-Absent",5,"car","fish",0,31,"PURSUIT"
"1238",1,"zud","High-Absent",5,"ball","bear",0,31,"PURSUIT"
"1239",1,"wode","High-Absent",5,"hand","door",0,31,"PURSUIT"
"1240",1,"glemp","High-Absent",5,"car","bird",0,31,"PURSUIT"
"1241",1,"heek","High-Absent",1,"ball","book",0,32,"PURSUIT"
"1242",1,"smick","High-Absent",1,"eye","ball",0,32,"PURSUIT"
"1243",1,"toop","High-Absent",1,"bird","car",0,32,"PURSUIT"
"1244",1,"irp","High-Absent",1,"shoe","hand",0,32,"PURSUIT"
"1245",1,"moke","High-Absent",1,"fish","fish",1,32,"PURSUIT"
"1246",1,"zud","High-Absent",1,"bear","bear",1,32,"PURSUIT"
"1247",1,"wode","High-Absent",1,"dog","door",0,32,"PURSUIT"
"1248",1,"glemp","High-Absent",1,"hand","bird",0,32,"PURSUIT"
"1249",1,"heek","High-Absent",2,"ball","book",0,32,"PURSUIT"
"1250",1,"smick","High-Absent",2,"ball","ball",1,32,"PURSUIT"
"1251",1,"toop","High-Absent",2,"ball","car",0,32,"PURSUIT"
"1252",1,"irp","High-Absent",2,"fish","hand",0,32,"PURSUIT"
"1253",1,"moke","High-Absent",2,"fish","fish",1,32,"PURSUIT"
"1254",1,"zud","High-Absent",2,"shoe","bear",0,32,"PURSUIT"
"1255",1,"wode","High-Absent",2,"cat","door",0,32,"PURSUIT"
"1256",1,"glemp","High-Absent",2,"hand","bird",0,32,"PURSUIT"
"1257",1,"heek","High-Absent",3,"book","book",1,32,"PURSUIT"
"1258",1,"smick","High-Absent",3,"ball","ball",1,32,"PURSUIT"
"1259",1,"toop","High-Absent",3,"car","car",1,32,"PURSUIT"
"1260",1,"irp","High-Absent",3,"shoe","hand",0,32,"PURSUIT"
"1261",1,"moke","High-Absent",3,"fish","fish",1,32,"PURSUIT"
"1262",1,"zud","High-Absent",3,"bear","bear",1,32,"PURSUIT"
"1263",1,"wode","High-Absent",3,"shoe","door",0,32,"PURSUIT"
"1264",1,"glemp","High-Absent",3,"cat","bird",0,32,"PURSUIT"
"1265",1,"heek","High-Absent",4,"dog","book",0,32,"PURSUIT"
"1266",1,"smick","High-Absent",4,"book","ball",0,32,"PURSUIT"
"1267",1,"toop","High-Absent",4,"ball","car",0,32,"PURSUIT"
"1268",1,"irp","High-Absent",4,"eye","hand",0,32,"PURSUIT"
"1269",1,"moke","High-Absent",4,"fish","fish",1,32,"PURSUIT"
"1270",1,"zud","High-Absent",4,"bear","bear",1,32,"PURSUIT"
"1271",1,"wode","High-Absent",4,"dog","door",0,32,"PURSUIT"
"1272",1,"glemp","High-Absent",4,"dog","bird",0,32,"PURSUIT"
"1273",1,"heek","High-Absent",5,"bird","book",0,32,"PURSUIT"
"1274",1,"smick","High-Absent",5,"bird","ball",0,32,"PURSUIT"
"1275",1,"toop","High-Absent",5,"bird","car",0,32,"PURSUIT"
"1276",1,"irp","High-Absent",5,"bird","hand",0,32,"PURSUIT"
"1277",1,"moke","High-Absent",5,"fish","fish",1,32,"PURSUIT"
"1278",1,"zud","High-Absent",5,"bear","bear",1,32,"PURSUIT"
"1279",1,"wode","High-Absent",5,"door","door",1,32,"PURSUIT"
"1280",1,"glemp","High-Absent",5,"bear","bird",0,32,"PURSUIT"
"1281",1,"heek","High-Absent",1,"ball","book",0,33,"PURSUIT"
"1282",1,"smick","High-Absent",1,"cat","ball",0,33,"PURSUIT"
"1283",1,"toop","High-Absent",1,"bird","car",0,33,"PURSUIT"
"1284",1,"irp","High-Absent",1,"hand","hand",1,33,"PURSUIT"
"1285",1,"moke","High-Absent",1,"bird","fish",0,33,"PURSUIT"
"1286",1,"zud","High-Absent",1,"book","bear",0,33,"PURSUIT"
"1287",1,"wode","High-Absent",1,"bear","door",0,33,"PURSUIT"
"1288",1,"glemp","High-Absent",1,"hand","bird",0,33,"PURSUIT"
"1289",1,"heek","High-Absent",2,"ball","book",0,33,"PURSUIT"
"1290",1,"smick","High-Absent",2,"ball","ball",1,33,"PURSUIT"
"1291",1,"toop","High-Absent",2,"bear","car",0,33,"PURSUIT"
"1292",1,"irp","High-Absent",2,"hand","hand",1,33,"PURSUIT"
"1293",1,"moke","High-Absent",2,"fish","fish",1,33,"PURSUIT"
"1294",1,"zud","High-Absent",2,"bear","bear",1,33,"PURSUIT"
"1295",1,"wode","High-Absent",2,"bear","door",0,33,"PURSUIT"
"1296",1,"glemp","High-Absent",2,"hand","bird",0,33,"PURSUIT"
"1297",1,"heek","High-Absent",3,"eye","book",0,33,"PURSUIT"
"1298",1,"smick","High-Absent",3,"door","ball",0,33,"PURSUIT"
"1299",1,"toop","High-Absent",3,"fish","car",0,33,"PURSUIT"
"1300",1,"irp","High-Absent",3,"dog","hand",0,33,"PURSUIT"
"1301",1,"moke","High-Absent",3,"fish","fish",1,33,"PURSUIT"
"1302",1,"zud","High-Absent",3,"cat","bear",0,33,"PURSUIT"
"1303",1,"wode","High-Absent",3,"shoe","door",0,33,"PURSUIT"
"1304",1,"glemp","High-Absent",3,"cat","bird",0,33,"PURSUIT"
"1305",1,"heek","High-Absent",4,"bear","book",0,33,"PURSUIT"
"1306",1,"smick","High-Absent",4,"shoe","ball",0,33,"PURSUIT"
"1307",1,"toop","High-Absent",4,"eye","car",0,33,"PURSUIT"
"1308",1,"irp","High-Absent",4,"hand","hand",1,33,"PURSUIT"
"1309",1,"moke","High-Absent",4,"fish","fish",1,33,"PURSUIT"
"1310",1,"zud","High-Absent",4,"book","bear",0,33,"PURSUIT"
"1311",1,"wode","High-Absent",4,"hand","door",0,33,"PURSUIT"
"1312",1,"glemp","High-Absent",4,"bird","bird",1,33,"PURSUIT"
"1313",1,"heek","High-Absent",5,"door","book",0,33,"PURSUIT"
"1314",1,"smick","High-Absent",5,"bird","ball",0,33,"PURSUIT"
"1315",1,"toop","High-Absent",5,"bird","car",0,33,"PURSUIT"
"1316",1,"irp","High-Absent",5,"hand","hand",1,33,"PURSUIT"
"1317",1,"moke","High-Absent",5,"fish","fish",1,33,"PURSUIT"
"1318",1,"zud","High-Absent",5,"fish","bear",0,33,"PURSUIT"
"1319",1,"wode","High-Absent",5,"ball","door",0,33,"PURSUIT"
"1320",1,"glemp","High-Absent",5,"car","bird",0,33,"PURSUIT"
"1321",1,"heek","High-Absent",1,"book","book",1,34,"PURSUIT"
"1322",1,"smick","High-Absent",1,"dog","ball",0,34,"PURSUIT"
"1323",1,"toop","High-Absent",1,"bird","car",0,34,"PURSUIT"
"1324",1,"irp","High-Absent",1,"bear","hand",0,34,"PURSUIT"
"1325",1,"moke","High-Absent",1,"car","fish",0,34,"PURSUIT"
"1326",1,"zud","High-Absent",1,"car","bear",0,34,"PURSUIT"
"1327",1,"wode","High-Absent",1,"door","door",1,34,"PURSUIT"
"1328",1,"glemp","High-Absent",1,"hand","bird",0,34,"PURSUIT"
"1329",1,"heek","High-Absent",2,"book","book",1,34,"PURSUIT"
"1330",1,"smick","High-Absent",2,"dog","ball",0,34,"PURSUIT"
"1331",1,"toop","High-Absent",2,"car","car",1,34,"PURSUIT"
"1332",1,"irp","High-Absent",2,"dog","hand",0,34,"PURSUIT"
"1333",1,"moke","High-Absent",2,"cat","fish",0,34,"PURSUIT"
"1334",1,"zud","High-Absent",2,"bird","bear",0,34,"PURSUIT"
"1335",1,"wode","High-Absent",2,"book","door",0,34,"PURSUIT"
"1336",1,"glemp","High-Absent",2,"hand","bird",0,34,"PURSUIT"
"1337",1,"heek","High-Absent",3,"book","book",1,34,"PURSUIT"
"1338",1,"smick","High-Absent",3,"fish","ball",0,34,"PURSUIT"
"1339",1,"toop","High-Absent",3,"dog","car",0,34,"PURSUIT"
"1340",1,"irp","High-Absent",3,"hand","hand",1,34,"PURSUIT"
"1341",1,"moke","High-Absent",3,"fish","fish",1,34,"PURSUIT"
"1342",1,"zud","High-Absent",3,"bear","bear",1,34,"PURSUIT"
"1343",1,"wode","High-Absent",3,"shoe","door",0,34,"PURSUIT"
"1344",1,"glemp","High-Absent",3,"bird","bird",1,34,"PURSUIT"
"1345",1,"heek","High-Absent",4,"book","book",1,34,"PURSUIT"
"1346",1,"smick","High-Absent",4,"shoe","ball",0,34,"PURSUIT"
"1347",1,"toop","High-Absent",4,"eye","car",0,34,"PURSUIT"
"1348",1,"irp","High-Absent",4,"hand","hand",1,34,"PURSUIT"
"1349",1,"moke","High-Absent",4,"fish","fish",1,34,"PURSUIT"
"1350",1,"zud","High-Absent",4,"bear","bear",1,34,"PURSUIT"
"1351",1,"wode","High-Absent",4,"dog","door",0,34,"PURSUIT"
"1352",1,"glemp","High-Absent",4,"car","bird",0,34,"PURSUIT"
"1353",1,"heek","High-Absent",5,"book","book",1,34,"PURSUIT"
"1354",1,"smick","High-Absent",5,"hand","ball",0,34,"PURSUIT"
"1355",1,"toop","High-Absent",5,"bird","car",0,34,"PURSUIT"
"1356",1,"irp","High-Absent",5,"hand","hand",1,34,"PURSUIT"
"1357",1,"moke","High-Absent",5,"fish","fish",1,34,"PURSUIT"
"1358",1,"zud","High-Absent",5,"cat","bear",0,34,"PURSUIT"
"1359",1,"wode","High-Absent",5,"ball","door",0,34,"PURSUIT"
"1360",1,"glemp","High-Absent",5,"bird","bird",1,34,"PURSUIT"
"1361",1,"heek","High-Absent",1,"book","book",1,35,"PURSUIT"
"1362",1,"smick","High-Absent",1,"shoe","ball",0,35,"PURSUIT"
"1363",1,"toop","High-Absent",1,"eye","car",0,35,"PURSUIT"
"1364",1,"irp","High-Absent",1,"cat","hand",0,35,"PURSUIT"
"1365",1,"moke","High-Absent",1,"car","fish",0,35,"PURSUIT"
"1366",1,"zud","High-Absent",1,"bear","bear",1,35,"PURSUIT"
"1367",1,"wode","High-Absent",1,"bird","door",0,35,"PURSUIT"
"1368",1,"glemp","High-Absent",1,"fish","bird",0,35,"PURSUIT"
"1369",1,"heek","High-Absent",2,"book","book",1,35,"PURSUIT"
"1370",1,"smick","High-Absent",2,"ball","ball",1,35,"PURSUIT"
"1371",1,"toop","High-Absent",2,"cat","car",0,35,"PURSUIT"
"1372",1,"irp","High-Absent",2,"hand","hand",1,35,"PURSUIT"
"1373",1,"moke","High-Absent",2,"dog","fish",0,35,"PURSUIT"
"1374",1,"zud","High-Absent",2,"bear","bear",1,35,"PURSUIT"
"1375",1,"wode","High-Absent",2,"cat","door",0,35,"PURSUIT"
"1376",1,"glemp","High-Absent",2,"eye","bird",0,35,"PURSUIT"
"1377",1,"heek","High-Absent",3,"book","book",1,35,"PURSUIT"
"1378",1,"smick","High-Absent",3,"door","ball",0,35,"PURSUIT"
"1379",1,"toop","High-Absent",3,"fish","car",0,35,"PURSUIT"
"1380",1,"irp","High-Absent",3,"hand","hand",1,35,"PURSUIT"
"1381",1,"moke","High-Absent",3,"bird","fish",0,35,"PURSUIT"
"1382",1,"zud","High-Absent",3,"bear","bear",1,35,"PURSUIT"
"1383",1,"wode","High-Absent",3,"book","door",0,35,"PURSUIT"
"1384",1,"glemp","High-Absent",3,"bird","bird",1,35,"PURSUIT"
"1385",1,"heek","High-Absent",4,"book","book",1,35,"PURSUIT"
"1386",1,"smick","High-Absent",4,"shoe","ball",0,35,"PURSUIT"
"1387",1,"toop","High-Absent",4,"door","car",0,35,"PURSUIT"
"1388",1,"irp","High-Absent",4,"hand","hand",1,35,"PURSUIT"
"1389",1,"moke","High-Absent",4,"shoe","fish",0,35,"PURSUIT"
"1390",1,"zud","High-Absent",4,"bear","bear",1,35,"PURSUIT"
"1391",1,"wode","High-Absent",4,"dog","door",0,35,"PURSUIT"
"1392",1,"glemp","High-Absent",4,"bird","bird",1,35,"PURSUIT"
"1393",1,"heek","High-Absent",5,"eye","book",0,35,"PURSUIT"
"1394",1,"smick","High-Absent",5,"hand","ball",0,35,"PURSUIT"
"1395",1,"toop","High-Absent",5,"bird","car",0,35,"PURSUIT"
"1396",1,"irp","High-Absent",5,"hand","hand",1,35,"PURSUIT"
"1397",1,"moke","High-Absent",5,"fish","fish",1,35,"PURSUIT"
"1398",1,"zud","High-Absent",5,"bear","bear",1,35,"PURSUIT"
"1399",1,"wode","High-Absent",5,"hand","door",0,35,"PURSUIT"
"1400",1,"glemp","High-Absent",5,"bird","bird",1,35,"PURSUIT"
"1401",1,"heek","High-Absent",1,"book","book",1,36,"PURSUIT"
"1402",1,"smick","High-Absent",1,"cat","ball",0,36,"PURSUIT"
"1403",1,"toop","High-Absent",1,"bird","car",0,36,"PURSUIT"
"1404",1,"irp","High-Absent",1,"door","hand",0,36,"PURSUIT"
"1405",1,"moke","High-Absent",1,"shoe","fish",0,36,"PURSUIT"
"1406",1,"zud","High-Absent",1,"bear","bear",1,36,"PURSUIT"
"1407",1,"wode","High-Absent",1,"bear","door",0,36,"PURSUIT"
"1408",1,"glemp","High-Absent",1,"fish","bird",0,36,"PURSUIT"
"1409",1,"heek","High-Absent",2,"book","book",1,36,"PURSUIT"
"1410",1,"smick","High-Absent",2,"bird","ball",0,36,"PURSUIT"
"1411",1,"toop","High-Absent",2,"bear","car",0,36,"PURSUIT"
"1412",1,"irp","High-Absent",2,"fish","hand",0,36,"PURSUIT"
"1413",1,"moke","High-Absent",2,"fish","fish",1,36,"PURSUIT"
"1414",1,"zud","High-Absent",2,"bird","bear",0,36,"PURSUIT"
"1415",1,"wode","High-Absent",2,"bear","door",0,36,"PURSUIT"
"1416",1,"glemp","High-Absent",2,"dog","bird",0,36,"PURSUIT"
"1417",1,"heek","High-Absent",3,"book","book",1,36,"PURSUIT"
"1418",1,"smick","High-Absent",3,"door","ball",0,36,"PURSUIT"
"1419",1,"toop","High-Absent",3,"car","car",1,36,"PURSUIT"
"1420",1,"irp","High-Absent",3,"fish","hand",0,36,"PURSUIT"
"1421",1,"moke","High-Absent",3,"book","fish",0,36,"PURSUIT"
"1422",1,"zud","High-Absent",3,"bear","bear",1,36,"PURSUIT"
"1423",1,"wode","High-Absent",3,"eye","door",0,36,"PURSUIT"
"1424",1,"glemp","High-Absent",3,"eye","bird",0,36,"PURSUIT"
"1425",1,"heek","High-Absent",4,"book","book",1,36,"PURSUIT"
"1426",1,"smick","High-Absent",4,"shoe","ball",0,36,"PURSUIT"
"1427",1,"toop","High-Absent",4,"eye","car",0,36,"PURSUIT"
"1428",1,"irp","High-Absent",4,"bear","hand",0,36,"PURSUIT"
"1429",1,"moke","High-Absent",4,"shoe","fish",0,36,"PURSUIT"
"1430",1,"zud","High-Absent",4,"bear","bear",1,36,"PURSUIT"
"1431",1,"wode","High-Absent",4,"door","door",1,36,"PURSUIT"
"1432",1,"glemp","High-Absent",4,"shoe","bird",0,36,"PURSUIT"
"1433",1,"heek","High-Absent",5,"book","book",1,36,"PURSUIT"
"1434",1,"smick","High-Absent",5,"eye","ball",0,36,"PURSUIT"
"1435",1,"toop","High-Absent",5,"bird","car",0,36,"PURSUIT"
"1436",1,"irp","High-Absent",5,"door","hand",0,36,"PURSUIT"
"1437",1,"moke","High-Absent",5,"fish","fish",1,36,"PURSUIT"
"1438",1,"zud","High-Absent",5,"bear","bear",1,36,"PURSUIT"
"1439",1,"wode","High-Absent",5,"door","door",1,36,"PURSUIT"
"1440",1,"glemp","High-Absent",5,"ball","bird",0,36,"PURSUIT"
"1441",1,"heek","High-Absent",1,"dog","book",0,37,"PURSUIT"
"1442",1,"smick","High-Absent",1,"shoe","ball",0,37,"PURSUIT"
"1443",1,"toop","High-Absent",1,"bird","car",0,37,"PURSUIT"
"1444",1,"irp","High-Absent",1,"hand","hand",1,37,"PURSUIT"
"1445",1,"moke","High-Absent",1,"door","fish",0,37,"PURSUIT"
"1446",1,"zud","High-Absent",1,"book","bear",0,37,"PURSUIT"
"1447",1,"wode","High-Absent",1,"bird","door",0,37,"PURSUIT"
"1448",1,"glemp","High-Absent",1,"fish","bird",0,37,"PURSUIT"
"1449",1,"heek","High-Absent",2,"bear","book",0,37,"PURSUIT"
"1450",1,"smick","High-Absent",2,"ball","ball",1,37,"PURSUIT"
"1451",1,"toop","High-Absent",2,"ball","car",0,37,"PURSUIT"
